id,source_file,target_table,portal_id,content_type,status_to_insert,title_ar,title_en,category,sort_order,already_imported,included_in_this_import,exclusion_reason
digital-exams-glossary-two-minute-rule,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-two-minute-rule.json,digital_exams_glossary,digital-exams,glossary,draft,قاعدة الدقيقتين,,الاختبارات الرقمية,300,False,True,
digital-exams-prompt-analyze-mistake,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-analyze-mistake.json,digital_exams_prompts,digital-exams,prompt,draft,تحليل خطأ متكرر,,الاختبارات الرقمية,10,False,True,
digital-exams-prompt-brainstorm-study-methods,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-brainstorm-study-methods.json,digital_exams_prompts,digital-exams,prompt,draft,طرق دراسة مبتكرة,,الاختبارات الرقمية,20,False,True,
digital-exams-prompt-compare-concepts,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-compare-concepts.json,digital_exams_prompts,digital-exams,prompt,draft,مقارنة بين مفهومين متشابهين,,الاختبارات الرقمية,30,False,True,
digital-exams-prompt-create-study-plan,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-create-study-plan.json,digital_exams_prompts,digital-exams,prompt,draft,إنشاء خطة مراجعة,,الاختبارات الرقمية,40,False,True,
digital-exams-prompt-decode-trick-questions,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-decode-trick-questions.json,digital_exams_prompts,digital-exams,prompt,draft,فك شفرة الأسئلة الخادعة,,الاختبارات الرقمية,50,False,True,
digital-exams-prompt-evaluate-essay-answer,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-evaluate-essay-answer.json,digital_exams_prompts,digital-exams,prompt,draft,تقييم إجابة مقالية قصيرة,,الاختبارات الرقمية,60,False,True,
digital-exams-prompt-explain-concept-simply,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-explain-concept-simply.json,digital_exams_prompts,digital-exams,prompt,draft,شرح مفهوم معقد ببساطة,,الاختبارات الرقمية,70,False,True,
digital-exams-prompt-focus-improvement,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-focus-improvement.json,digital_exams_prompts,digital-exams,prompt,draft,تحسين التركيز الذهني,,الاختبارات الرقمية,80,False,True,
digital-exams-prompt-generate-mcq,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-generate-mcq.json,digital_exams_prompts,digital-exams,prompt,draft,توليد أسئلة اختيار من متعدد,,الاختبارات الرقمية,90,False,True,
digital-exams-prompt-identify-keywords,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-identify-keywords.json,digital_exams_prompts,digital-exams,prompt,draft,استخراج الكلمات المفتاحية,,الاختبارات الرقمية,100,False,True,
digital-exams-prompt-item-01,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-01.json,digital_exams_prompts,digital-exams,prompt,draft,استراتيجية حل أسئلة الاختيار من متعدد,Item 01,الاختبارات الرقمية,210,False,True,
digital-exams-prompt-item-02,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-02.json,digital_exams_prompts,digital-exams,prompt,draft,خطة مراجعة ليلة الاختبار,Item 02,الاختبارات الرقمية,220,False,True,
digital-exams-prompt-item-03,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-03.json,digital_exams_prompts,digital-exams,prompt,draft,تقنيات تقليل قلق الاختبار,Item 03,الاختبارات الرقمية,230,False,True,
digital-exams-prompt-item-04,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-04.json,digital_exams_prompts,digital-exams,prompt,draft,كيفية التعامل مع الأسئلة الصعبة,Item 04,الاختبارات الرقمية,240,False,True,
digital-exams-prompt-item-05,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-05.json,digital_exams_prompts,digital-exams,prompt,draft,أهمية الاختبارات التجريبية,Item 05,الاختبارات الرقمية,250,False,True,
digital-exams-prompt-item-06,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-06.json,digital_exams_prompts,digital-exams,prompt,draft,تحليل الأخطاء بعد الاختبار التجريبي,Item 06,الاختبارات الرقمية,260,False,True,
digital-exams-prompt-item-07,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-07.json,digital_exams_prompts,digital-exams,prompt,draft,إدارة الوقت في الاختبارات الموقوتة,Item 07,الاختبارات الرقمية,270,False,True,
digital-exams-prompt-item-08,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-08.json,digital_exams_prompts,digital-exams,prompt,draft,الاستعداد النفسي للاختبارات,Item 08,الاختبارات الرقمية,280,False,True,
digital-exams-prompt-item-09,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-09.json,digital_exams_prompts,digital-exams,prompt,draft,الفرق بين الاختبارات الورقية والرقمية,Item 09,الاختبارات الرقمية,290,False,True,
digital-exams-prompt-item-10,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-item-10.json,digital_exams_prompts,digital-exams,prompt,draft,كيفية تدوين الملاحظات أثناء المذاكرة,Item 10,الاختبارات الرقمية,300,False,True,
digital-exams-prompt-math-shortcuts,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-math-shortcuts.json,digital_exams_prompts,digital-exams,prompt,draft,اختصارات ذهنية للرياضيات,,الاختبارات الرقمية,110,False,True,
digital-exams-prompt-memorization-techniques,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-memorization-techniques.json,digital_exams_prompts,digital-exams,prompt,draft,تقنيات الحفظ السريع,,الاختبارات الرقمية,120,False,True,
digital-exams-prompt-overcome-exam-anxiety,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-overcome-exam-anxiety.json,digital_exams_prompts,digital-exams,prompt,draft,تقنيات التغلب على قلق الاختبار,,الاختبارات الرقمية,130,False,True,
digital-exams-prompt-plan-last-week,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-plan-last-week.json,digital_exams_prompts,digital-exams,prompt,draft,خطة الأسبوع الأخير,,الاختبارات الرقمية,140,False,True,
digital-exams-prompt-post-exam-reflection,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-post-exam-reflection.json,digital_exams_prompts,digital-exams,prompt,draft,التأمل بعد الاختبار,,الاختبارات الرقمية,150,False,True,
digital-exams-prompt-reading-comprehension,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-reading-comprehension.json,digital_exams_prompts,digital-exams,prompt,draft,تحسين استيعاب المقروء,,الاختبارات الرقمية,160,False,True,
digital-exams-prompt-review-exam-results,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-review-exam-results.json,digital_exams_prompts,digital-exams,prompt,draft,مراجعة نتائج الاختبار التجريبي,,الاختبارات الرقمية,170,False,True,
digital-exams-prompt-simulate-exam-scenario,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-simulate-exam-scenario.json,digital_exams_prompts,digital-exams,prompt,draft,محاكاة سيناريو اختبار صعب,,الاختبارات الرقمية,180,False,True,
digital-exams-prompt-summarize-notes,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-summarize-notes.json,digital_exams_prompts,digital-exams,prompt,draft,تلخيص ملاحظات المراجعة,,الاختبارات الرقمية,190,False,True,
digital-exams-prompt-time-management-strategy,content-source/_normalized/digital-exams/prompts/digital-exams-prompt-time-management-strategy.json,digital_exams_prompts,digital-exams,prompt,draft,استراتيجية إدارة الوقت,,الاختبارات الرقمية,200,False,True,
digital-exams-resource-anki-flashcards,content-source/_normalized/digital-exams/resources/digital-exams-resource-anki-flashcards.json,digital_exams_resources,digital-exams,resource,draft,بطاقات أنكي الذكية,,الاختبارات الرقمية,10,False,True,
digital-exams-resource-deep-work-summary,content-source/_normalized/digital-exams/resources/digital-exams-resource-deep-work-summary.json,digital_exams_resources,digital-exams,resource,draft,ملخص كتاب العمل العميق,,الاختبارات الرقمية,20,False,True,
digital-exams-resource-digital-readiness-checklist,content-source/_normalized/digital-exams/resources/digital-exams-resource-digital-readiness-checklist.json,digital_exams_resources,digital-exams,resource,draft,قائمة التحقق للجاهزية الرقمية,,الاختبارات الرقمية,30,False,True,
digital-exams-resource-digital-sat-practice,content-source/_normalized/digital-exams/resources/digital-exams-resource-digital-sat-practice.json,digital_exams_resources,digital-exams,resource,draft,تطبيق بلو بوك للتدريب الرقمي,,الاختبارات الرقمية,40,False,True,
digital-exams-resource-exam-diet-tips,content-source/_normalized/digital-exams/resources/digital-exams-resource-exam-diet-tips.json,digital_exams_resources,digital-exams,resource,draft,نصائح التغذية لتعزيز الذاكرة,,الاختبارات الرقمية,50,False,True,
digital-exams-resource-eye-care-software,content-source/_normalized/digital-exams/resources/digital-exams-resource-eye-care-software.json,digital_exams_resources,digital-exams,resource,draft,برنامج حماية العين للشاشات,,الاختبارات الرقمية,60,False,True,
digital-exams-resource-focus-music-playlist,content-source/_normalized/digital-exams/resources/digital-exams-resource-focus-music-playlist.json,digital_exams_resources,digital-exams,resource,draft,موسيقى وأصوات بيضاء للتركيز,,الاختبارات الرقمية,70,False,True,
digital-exams-resource-habit-tracker,content-source/_normalized/digital-exams/resources/digital-exams-resource-habit-tracker.json,digital_exams_resources,digital-exams,resource,draft,متتبع العادات اليومية,,الاختبارات الرقمية,80,False,True,
digital-exams-resource-item-01,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-01.json,digital_exams_resources,digital-exams,resource,draft,موقع كورسيرا,Item 01,الاختبارات الرقمية,210,False,True,
digital-exams-resource-item-02,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-02.json,digital_exams_resources,digital-exams,resource,draft,أكاديمية خان,Item 02,الاختبارات الرقمية,220,False,True,
digital-exams-resource-item-03,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-03.json,digital_exams_resources,digital-exams,resource,draft,موقع كويزليت,Item 03,الاختبارات الرقمية,230,False,True,
digital-exams-resource-item-04,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-04.json,digital_exams_resources,digital-exams,resource,draft,تطبيق بومودورو,Item 04,الاختبارات الرقمية,240,False,True,
digital-exams-resource-item-05,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-05.json,digital_exams_resources,digital-exams,resource,draft,موقع إيديكس,Item 05,الاختبارات الرقمية,250,False,True,
digital-exams-resource-item-06,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-06.json,digital_exams_resources,digital-exams,resource,draft,مدونة طالب,Item 06,الاختبارات الرقمية,260,False,True,
digital-exams-resource-item-07,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-07.json,digital_exams_resources,digital-exams,resource,draft,موقع يوديمي,Item 07,الاختبارات الرقمية,270,False,True,
digital-exams-resource-item-08,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-08.json,digital_exams_resources,digital-exams,resource,draft,تطبيق فورست,Item 08,الاختبارات الرقمية,280,False,True,
digital-exams-resource-item-09,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-09.json,digital_exams_resources,digital-exams,resource,draft,موقع جوجل درايف,Item 09,الاختبارات الرقمية,290,False,True,
digital-exams-resource-item-10,content-source/_normalized/digital-exams/resources/digital-exams-resource-item-10.json,digital_exams_resources,digital-exams,resource,draft,موقع نوشن,Item 10,الاختبارات الرقمية,300,False,True,
digital-exams-resource-khan-academy-math,content-source/_normalized/digital-exams/resources/digital-exams-resource-khan-academy-math.json,digital_exams_resources,digital-exams,resource,draft,أكاديمية خان (قسم الرياضيات),,الاختبارات الرقمية,90,False,True,
digital-exams-resource-math-way,content-source/_normalized/digital-exams/resources/digital-exams-resource-math-way.json,digital_exams_resources,digital-exams,resource,draft,حلّال المسائل الرياضية,,الاختبارات الرقمية,100,False,True,
digital-exams-resource-mindmeister,content-source/_normalized/digital-exams/resources/digital-exams-resource-mindmeister.json,digital_exams_resources,digital-exams,resource,draft,أداة الخرائط الذهنية (مايند مايستر),,الاختبارات الرقمية,110,False,True,
digital-exams-resource-mock-test-analysis-sheet,content-source/_normalized/digital-exams/resources/digital-exams-resource-mock-test-analysis-sheet.json,digital_exams_resources,digital-exams,resource,draft,نموذج تحليل الاختبارات التجريبية,,الاختبارات الرقمية,120,False,True,
digital-exams-resource-notion-templates,content-source/_normalized/digital-exams/resources/digital-exams-resource-notion-templates.json,digital_exams_resources,digital-exams,resource,draft,قوالب نوشن للمراجعة,,الاختبارات الرقمية,130,False,True,
digital-exams-resource-online-whiteboard,content-source/_normalized/digital-exams/resources/digital-exams-resource-online-whiteboard.json,digital_exams_resources,digital-exams,resource,draft,السبورة البيضاء التفاعلية,,الاختبارات الرقمية,140,False,True,
digital-exams-resource-pomodoro-tracker,content-source/_normalized/digital-exams/resources/digital-exams-resource-pomodoro-tracker.json,digital_exams_resources,digital-exams,resource,draft,أداة تتبع بومودورو,,الاختبارات الرقمية,150,False,True,
digital-exams-resource-qiyas-official,content-source/_normalized/digital-exams/resources/digital-exams-resource-qiyas-official.json,digital_exams_resources,digital-exams,resource,draft,موقع هيئة تقويم التعليم والتدريب (قياس),,الاختبارات الرقمية,160,False,True,
digital-exams-resource-sleep-cycle-app,content-source/_normalized/digital-exams/resources/digital-exams-resource-sleep-cycle-app.json,digital_exams_resources,digital-exams,resource,draft,تطبيق تتبع دورة النوم,,الاختبارات الرقمية,170,False,True,
digital-exams-resource-speed-reading-tool,content-source/_normalized/digital-exams/resources/digital-exams-resource-speed-reading-tool.json,digital_exams_resources,digital-exams,resource,draft,أداة تدريب القراءة السريعة,,الاختبارات الرقمية,180,False,True,
digital-exams-resource-test-anxiety-guide,content-source/_normalized/digital-exams/resources/digital-exams-resource-test-anxiety-guide.json,digital_exams_resources,digital-exams,resource,draft,دليل التعامل مع قلق الاختبارات,,الاختبارات الرقمية,190,False,True,
digital-exams-resource-time-blocking-guide,content-source/_normalized/digital-exams/resources/digital-exams-resource-time-blocking-guide.json,digital_exams_resources,digital-exams,resource,draft,دليل استراتيجية حجب الوقت,,الاختبارات الرقمية,200,False,True,
digital-exams-lesson-ai-study-assistant,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-ai-study-assistant.md,digital_exams_lessons,digital-exams,lesson,draft,استخدام الذكاء الاصطناعي كمساعد شخصي,Using AI as a Personal Assistant,الاختبارات الرقمية,10,False,True,
digital-exams-lesson-analyzing-mistakes,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-analyzing-mistakes.md,digital_exams_lessons,digital-exams,lesson,draft,كيف تحلل أخطاءك لبناء سجل الأخطاء,How to Analyze Mistakes for Mistake Log,الاختبارات الرقمية,20,False,True,
digital-exams-lesson-confidence-rating,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-confidence-rating.md,digital_exams_lessons,digital-exams,lesson,draft,معايرة الثقة أثناء الحل,Confidence Rating During Exams,الاختبارات الرقمية,30,False,True,
digital-exams-lesson-digital-time-management,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-digital-time-management.md,digital_exams_lessons,digital-exams,lesson,draft,إدارة الوقت في الاختبارات الرقمية,Time Management in Digital Exams,الاختبارات الرقمية,40,False,True,
digital-exams-lesson-exam-night-routine,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-exam-night-routine.md,digital_exams_lessons,digital-exams,lesson,draft,روتين ليلة الاختبار لتقليل القلق,Exam Night Routine to Reduce Anxiety,الاختبارات الرقمية,50,False,True,
digital-exams-lesson-final-week-strategy,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-final-week-strategy.md,digital_exams_lessons,digital-exams,lesson,draft,استراتيجية الأسبوع الحاسم,The Final Week Strategy,الاختبارات الرقمية,60,False,True,
digital-exams-lesson-handling-distractors,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-handling-distractors.md,digital_exams_lessons,digital-exams,lesson,draft,تفكيك المشتتات في أسئلة القدرات,Dismantling Distractors in Aptitude Tests,الاختبارات الرقمية,70,False,True,
digital-exams-lesson-interleaved-practice,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-interleaved-practice.md,digital_exams_lessons,digital-exams,lesson,draft,التشابك المعرفي: لا تدرس موضوعاً واحداً,Interleaved Practice: Don't Study One Topic,الاختبارات الرقمية,80,False,True,
digital-exams-lesson-item-01,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-item-01.md,digital_exams_lessons,digital-exams,lesson,draft,أسرار إدارة الوقت في الاختبارات الرقمية,Item 01,الاختبارات الرقمية,150,False,True,
digital-exams-lesson-item-02,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-item-02.md,digital_exams_lessons,digital-exams,lesson,draft,التعامل مع قلق الاختبارات,Item 02,الاختبارات الرقمية,160,False,True,
digital-exams-lesson-item-03,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-item-03.md,digital_exams_lessons,digital-exams,lesson,draft,استراتيجية استبعاد المشتتات,Item 03,الاختبارات الرقمية,170,False,True,
digital-exams-lesson-item-04,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-item-04.md,digital_exams_lessons,digital-exams,lesson,draft,أهمية الاختبارات التجريبية,Item 04,الاختبارات الرقمية,180,False,True,
digital-exams-lesson-item-05,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-item-05.md,digital_exams_lessons,digital-exams,lesson,draft,مراجعة الأخطاء بفعالية,Item 05,الاختبارات الرقمية,190,False,True,
digital-exams-lesson-item-06,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-item-06.md,digital_exams_lessons,digital-exams,lesson,draft,قراءة السؤال بدقة: الكلمات المفتاحية,Item 06,الاختبارات الرقمية,200,False,True,
digital-exams-lesson-keyword-spotting,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-keyword-spotting.md,digital_exams_lessons,digital-exams,lesson,draft,اصطياد الكلمات المفتاحية وأدوات النفي,Spotting Keywords and Negative Tools,الاختبارات الرقمية,90,False,True,
digital-exams-lesson-mcq-elimination,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-mcq-elimination.md,digital_exams_lessons,digital-exams,lesson,draft,فن استراتيجية الاستبعاد,The Art of Elimination Strategy,الاختبارات الرقمية,100,False,True,
digital-exams-lesson-overcoming-mind-blanks,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-overcoming-mind-blanks.md,digital_exams_lessons,digital-exams,lesson,draft,التعامل مع الصدمة الذهنية (Mind Blanking),Handling Mind Blanking,الاختبارات الرقمية,110,False,True,
digital-exams-lesson-post-exam-review,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-post-exam-review.md,digital_exams_lessons,digital-exams,lesson,draft,التقييم البعدي: ما بعد الاختبار التجريبي,Post-Exam Review: After the Mock Test,الاختبارات الرقمية,120,False,True,
digital-exams-lesson-reading-comprehension-tricks,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-reading-comprehension-tricks.md,digital_exams_lessons,digital-exams,lesson,draft,استيعاب المقروء: تقنيات القراءة الفعالة,Reading Comprehension: Effective Techniques,الاختبارات الرقمية,130,False,True,
digital-exams-lesson-tech-preparedness,content-source/_normalized/digital-exams/lessons/digital-exams-lesson-tech-preparedness.md,digital_exams_lessons,digital-exams,lesson,draft,الاستعداد التقني للاختبارات عن بعد,Tech Preparedness for Remote Exams,الاختبارات الرقمية,140,False,True,
iot-lab-glossary-actuator,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-actuator.json,iot_glossary,iot-lab,glossary,draft,مشغل (Actuator),Actuator,إنترنت الأشياء,10,False,True,
iot-lab-glossary-adc,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-adc.json,iot_glossary,iot-lab,glossary,draft,محول الإشارة التناظرية إلى رقمية (ADC),ADC,إنترنت الأشياء,150,False,True,
iot-lab-glossary-analog-signal,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-analog-signal.json,iot_glossary,iot-lab,glossary,draft,إشارة تماثلية (Analog Signal),Analog Signal,إنترنت الأشياء,20,False,True,
iot-lab-glossary-arduino,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-arduino.json,iot_glossary,iot-lab,glossary,draft,أردوينو (Arduino),Arduino,إنترنت الأشياء,30,False,True,
iot-lab-glossary-baud-rate,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-baud-rate.json,iot_glossary,iot-lab,glossary,draft,معدل الباود,,إنترنت الأشياء,160,False,True,
iot-lab-glossary-bootloader,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-bootloader.json,iot_glossary,iot-lab,glossary,draft,محمل الإقلاع (Bootloader),Bootloader,إنترنت الأشياء,40,False,True,
iot-lab-glossary-breadboard,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-breadboard.json,iot_glossary,iot-lab,glossary,draft,لوح التجارب (Breadboard),Breadboard,إنترنت الأشياء,50,False,True,
iot-lab-glossary-capacitor,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-capacitor.json,iot_glossary,iot-lab,glossary,draft,مكثف (Capacitor),Capacitor,إنترنت الأشياء,60,False,True,
iot-lab-glossary-circuit-schematic,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-circuit-schematic.json,iot_glossary,iot-lab,glossary,draft,مخطط الدائرة (Circuit Schematic),Circuit Schematic,إنترنت الأشياء,70,False,True,
iot-lab-glossary-current,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-current.json,iot_glossary,iot-lab,glossary,draft,التيار الكهربائي (Current),Current,إنترنت الأشياء,80,False,True,
iot-lab-glossary-dac,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-dac.json,iot_glossary,iot-lab,glossary,draft,محول الإشارة الرقمية إلى تناظرية (DAC),DAC,إنترنت الأشياء,170,False,True,
iot-lab-glossary-data-logging,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-data-logging.json,iot_glossary,iot-lab,glossary,draft,تسجيل البيانات (Data Logging),Data Logging,إنترنت الأشياء,90,False,True,
iot-lab-glossary-debounce,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-debounce.json,iot_glossary,iot-lab,glossary,draft,إزالة الارتداد (Debouncing),Debouncing,إنترنت الأشياء,180,False,True,
iot-lab-glossary-debugging,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-debugging.json,iot_glossary,iot-lab,glossary,draft,تصحيح الأخطاء (Debugging),Debugging,إنترنت الأشياء,100,False,True,
iot-lab-glossary-digital-signal,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-digital-signal.json,iot_glossary,iot-lab,glossary,draft,إشارة رقمية (Digital Signal),Digital Signal,إنترنت الأشياء,110,False,True,
iot-lab-glossary-esp32,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-esp32.json,iot_glossary,iot-lab,glossary,draft,إي إس بي 32 (ESP32),ESP32,إنترنت الأشياء,120,False,True,
iot-lab-glossary-gpio,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-gpio.json,iot_glossary,iot-lab,glossary,draft,دبابيس الإدخال والإخراج (GPIO),Gpio,إنترنت الأشياء,130,False,True,
iot-lab-glossary-ground,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-ground.json,iot_glossary,iot-lab,glossary,draft,التأريض (Ground - GND),Ground - GND,إنترنت الأشياء,190,False,True,
iot-lab-glossary-i2c-2,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-i2c-2.json,iot_glossary,iot-lab,glossary,draft,بروتوكول I2C,,إنترنت الأشياء,200,False,True,
iot-lab-glossary-i2c,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-i2c.json,iot_glossary,iot-lab,glossary,draft,بروتوكول I2C,Inter-Integrated Circuit,إنترنت الأشياء,140,False,True,
iot-lab-glossary-interrupt,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-interrupt.json,iot_glossary,iot-lab,glossary,draft,المقاطعة (Interrupt),Interrupt,إنترنت الأشياء,210,False,True,
iot-lab-glossary-iot,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-iot.json,iot_glossary,iot-lab,glossary,draft,إنترنت الأشياء (IoT),Iot,إنترنت الأشياء,320,False,True,
iot-lab-glossary-jumper-wires,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-jumper-wires.json,iot_glossary,iot-lab,glossary,draft,أسلاك توصيل (Jumper Wires),Jumper Wires,إنترنت الأشياء,330,False,True,
iot-lab-glossary-led,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-led.json,iot_glossary,iot-lab,glossary,draft,صمام ثنائي باعث للضوء (LED),Light Emitting Diode,إنترنت الأشياء,340,False,True,
iot-lab-glossary-logic-level,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-logic-level.json,iot_glossary,iot-lab,glossary,draft,مستوى الجهد المنطقي,,إنترنت الأشياء,220,False,True,
iot-lab-glossary-microcontroller,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-microcontroller.json,iot_glossary,iot-lab,glossary,draft,متحكم دقيق (Microcontroller),Microcontroller,إنترنت الأشياء,350,False,True,
iot-lab-glossary-mqtt,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-mqtt.json,iot_glossary,iot-lab,glossary,draft,بروتوكول MQTT,MQTT,إنترنت الأشياء,360,False,True,
iot-lab-glossary-multimeter,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-multimeter.json,iot_glossary,iot-lab,glossary,draft,مقياس متعدد (Multimeter),Multimeter,إنترنت الأشياء,370,False,True,
iot-lab-glossary-ohm-law,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-ohm-law.json,iot_glossary,iot-lab,glossary,draft,قانون أوم (Ohm's Law),Ohm's Law,إنترنت الأشياء,380,False,True,
iot-lab-glossary-pcb,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-pcb.json,iot_glossary,iot-lab,glossary,draft,اللوحة المطبوعة (PCB),PCB,إنترنت الأشياء,230,False,True,
iot-lab-glossary-pull-down,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-pull-down.json,iot_glossary,iot-lab,glossary,draft,مقاومة الخفض (Pull-down Resistor),Pull-down Resistor,إنترنت الأشياء,240,False,True,
iot-lab-glossary-pull-up,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-pull-up.json,iot_glossary,iot-lab,glossary,draft,مقاومة الرفع (Pull-up Resistor),Pull-up Resistor,إنترنت الأشياء,250,False,True,
iot-lab-glossary-pwm-2,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-pwm-2.json,iot_glossary,iot-lab,glossary,draft,تعديل عرض النبضة (PWM),Pulse Width Modulation,إنترنت الأشياء,390,False,True,
iot-lab-glossary-pwm,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-pwm.json,iot_glossary,iot-lab,glossary,draft,تعديل عرض النبضة (PWM),PWM,إنترنت الأشياء,260,False,True,
iot-lab-glossary-raspberry-pi,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-raspberry-pi.json,iot_glossary,iot-lab,glossary,draft,راسبيري باي (Raspberry Pi),Raspberry Pi,إنترنت الأشياء,400,False,True,
iot-lab-glossary-relay-2,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-relay-2.json,iot_glossary,iot-lab,glossary,draft,مُرحل (Relay),Relay,إنترنت الأشياء,410,False,True,
iot-lab-glossary-relay,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-relay.json,iot_glossary,iot-lab,glossary,draft,المُرحِّل (Relay),Relay,إنترنت الأشياء,270,False,True,
iot-lab-glossary-resistance,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-resistance.json,iot_glossary,iot-lab,glossary,draft,المقاومة الكهربائية (Resistance),Resistance,إنترنت الأشياء,420,False,True,
iot-lab-glossary-resistor,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-resistor.json,iot_glossary,iot-lab,glossary,draft,مقاوم (Resistor),Resistor,إنترنت الأشياء,430,False,True,
iot-lab-glossary-schematic,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-schematic.json,iot_glossary,iot-lab,glossary,draft,المخطط الكهربائي,,إنترنت الأشياء,280,False,True,
